Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1200,20,3,75.0,11235,1,3,3,4,0,19,2,2,0,2,4,5,1963,1979,1,1,6,6,2,51.0,3,3,1,3,3,1,3,1,1051,1,4,1,3,1382,0,0,1,1,3,1,3,6,6,1,1,5,1974.0,1,2,459,3,3,2,0,82,0,0,0,0,0,10,2006,8,4,148000
1201,20,3,71.0,9353,1,3,3,4,0,12,2,2,0,2,4,5,1970,1970,1,1,8,8,0,0.0,3,3,1,3,3,1,1,1,864,1,4,1,3,864,0,0,1,0,3,1,3,5,6,0,0,5,1972.0,1,1,280,3,3,2,0,0,0,0,0,0,0,7,2006,7,0,116050
1202,60,3,80.0,10400,1,3,3,0,0,5,2,2,0,5,7,5,1998,1998,1,1,12,13,0,0.0,3,3,2,4,3,3,1,1,866,1,5,1,3,1779,0,0,2,1,3,1,4,6,6,0,0,5,1998.0,2,2,546,3,3,2,198,36,0,0,0,0,0,3,2009,8,4,197900
1203,50,4,50.0,6000,1,3,3,0,0,3,2,2,0,0,5,8,1925,1997,1,1,13,14,0,0.0,3,3,0,3,3,1,1,1,884,1,5,1,3,1348,1,0,1,0,3,1,3,5,6,1,2,2,1960.0,1,1,216,3,3,0,0,0,208,0,0,0,0,5,2009,8,4,117000
1204,20,3,75.0,9750,1,3,3,4,0,5,2,2,0,2,7,5,2000,2001,1,1,12,13,2,171.0,4,3,2,4,3,1,1,1,1630,1,5,1,3,1630,0,0,2,0,3,1,4,6,6,1,3,5,2000.0,1,2,451,3,3,2,74,234,0,0,0,0,0,10,2009,8,4,213000
1205,20,3,78.0,10140,1,3,3,4,0,14,2,2,0,2,5,6,1975,1975,1,1,6,6,0,0.0,3,3,1,4,3,1,5,1,1056,1,5,1,3,1074,1,0,1,1,3,1,3,6,6,0,0,5,1975.0,2,2,495,3,3,2,0,88,0,0,0,0,0,7,2006,8,4,153500
1206,20,3,90.0,14684,1,0,3,1,0,20,2,2,0,2,7,7,1990,1991,3,1,6,6,2,234.0,4,3,1,4,3,2,5,4,2158,1,4,1,3,2196,0,0,2,0,3,1,4,7,6,1,3,5,1990.0,2,3,701,3,3,2,84,70,0,0,0,0,0,6,2009,8,4,271900
1207,20,2,66.5,8900,1,3,3,4,0,20,2,2,0,2,4,4,1966,1966,1,1,6,6,0,0.0,3,3,1,3,3,1,3,1,1056,1,3,1,3,1056,1,0,1,0,2,1,3,5,6,0,0,2,1966.0,1,1,384,3,3,2,0,42,0,0,0,0,0,11,2006,8,4,107000
1208,20,3,70.0,9135,1,3,3,4,0,5,2,2,0,2,6,5,2003,2003,1,1,12,13,2,120.0,4,3,2,4,3,3,6,1,1682,1,5,1,3,1700,1,0,2,0,3,1,4,7,6,0,0,5,2003.0,2,2,544,3,3,2,192,23,0,0,0,0,0,5,2006,8,4,200000
1209,20,3,70.0,7763,1,3,3,4,0,12,2,2,0,2,5,7,1962,1980,1,1,8,8,0,0.0,3,4,1,3,3,1,3,4,931,1,3,1,3,1283,1,0,1,0,3,1,3,6,6,0,0,2,1980.0,1,2,506,3,3,2,0,0,0,0,0,0,0,10,2008,8,4,140000
1210,20,3,85.0,10182,1,0,3,1,0,21,8,2,0,2,8,5,2006,2006,3,1,12,13,4,420.0,4,3,2,5,3,2,6,1,1660,1,5,1,3,1660,1,0,2,0,3,1,4,8,6,1,4,5,2006.0,2,2,500,3,3,2,322,50,0,0,0,0,0,5,2006,6,5,290000
1211,60,3,70.0,11218,1,3,3,4,0,20,2,2,0,5,6,5,1992,1992,1,1,13,14,0,0.0,4,3,2,4,3,1,1,1,1055,1,5,1,3,1845,0,0,2,1,3,1,4,8,6,1,3,5,1992.0,2,2,462,3,3,2,635,104,0,0,0,0,400,5,2010,8,4,189000
1212,50,3,152.0,12134,1,0,0,4,1,8,2,2,0,0,8,7,1988,2005,1,1,13,14,0,0.0,4,3,5,4,3,3,6,1,559,1,4,1,3,1752,0,0,2,0,4,1,3,8,6,0,0,3,1988.0,2,2,492,3,3,2,325,12,0,0,0,0,0,6,2010,8,4,164000
1213,30,3,50.0,9340,1,3,3,4,0,7,2,2,0,2,4,6,1941,1950,3,1,8,8,0,0.0,3,3,1,3,3,1,3,1,672,1,3,1,3,672,1,0,1,0,2,1,3,4,6,0,0,5,1941.0,1,1,234,3,3,0,0,113,0,0,0,0,0,8,2009,8,4,113000
1214,80,3,71.0,10246,1,0,3,1,0,19,2,2,0,7,4,9,1965,2001,1,1,12,13,0,0.0,3,4,1,3,4,3,6,1,648,1,5,1,3,960,1,1,0,0,0,1,3,3,6,0,0,5,1965.0,1,1,364,3,3,2,88,0,0,0,0,0,0,5,2006,8,4,145000
1215,85,3,69.0,10205,1,0,3,4,0,12,2,2,0,6,5,5,1962,1962,1,1,8,8,0,0.0,3,3,1,3,3,3,4,1,925,1,3,1,3,999,1,0,1,0,3,1,3,6,6,0,0,5,1962.0,1,1,300,3,3,2,150,72,0,0,0,0,0,5,2006,8,4,134500
1216,20,3,99.0,7094,1,0,3,4,0,19,2,2,0,2,5,5,1966,1966,1,1,12,13,0,0.0,3,3,1,3,3,1,3,2,894,1,3,1,3,894,0,0,1,0,3,1,3,5,6,0,0,2,1966.0,2,1,384,3,3,2,0,0,0,0,0,0,0,5,2007,8,4,125000
1217,90,4,68.0,8930,1,3,3,4,0,19,5,2,2,0,6,5,1978,1978,1,1,12,13,0,0.0,3,3,3,0,0,0,0,0,0,1,3,1,3,1902,0,0,2,0,4,2,3,8,6,0,0,5,1978.0,1,2,539,3,3,2,0,0,0,0,0,0,0,4,2010,8,4,112000
1218,20,1,72.0,8640,1,3,3,4,0,21,2,2,0,2,8,5,2009,2009,1,1,5,5,4,72.0,4,3,2,4,3,2,6,1,1300,1,5,1,3,1314,1,0,2,0,3,1,4,6,6,0,0,5,2009.0,2,2,552,3,3,2,135,112,0,0,0,0,0,9,2009,6,5,229456
1219,50,4,52.0,6240,1,3,3,4,0,3,2,2,0,0,4,5,1947,1950,1,1,0,0,0,0.0,3,3,3,0,0,0,0,0,0,1,4,0,3,912,0,0,1,0,2,1,3,3,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,8,4,80500
1220,160,4,21.0,1680,1,3,3,4,0,2,2,2,3,5,6,5,1971,1971,1,1,5,5,2,236.0,3,3,1,3,3,1,1,1,672,1,3,1,3,1218,0,0,1,1,3,1,3,7,6,0,0,0,0.0,0,0,0,0,0,0,201,0,0,0,0,0,0,4,2006,8,0,91500
1221,20,3,66.0,7800,1,0,3,4,0,12,2,2,0,2,5,5,1964,1964,1,1,13,14,0,0.0,3,3,1,3,3,1,3,2,912,1,3,1,3,912,0,0,1,0,2,1,3,5,6,0,0,5,1964.0,1,1,288,3,3,2,0,0,0,0,0,0,0,11,2006,8,0,115000
1222,20,3,55.0,8250,1,3,3,4,0,19,1,2,0,2,5,5,1968,1968,3,1,6,6,0,0.0,3,3,1,3,3,1,4,2,952,1,5,1,3,1211,0,0,1,0,3,1,3,5,6,1,3,5,1968.0,1,1,322,3,3,2,0,63,0,0,0,0,0,8,2008,8,4,134000
1223,50,3,78.0,10496,1,3,3,4,0,12,0,2,0,0,6,6,1949,1950,1,1,13,14,2,320.0,3,3,1,3,3,2,3,1,1040,1,5,1,3,1846,0,0,2,0,3,1,3,7,6,1,4,5,1949.0,1,1,315,3,3,2,0,0,0,0,0,0,0,1,2007,8,4,143000
1224,20,3,89.0,10680,1,3,3,4,0,12,2,2,0,2,5,3,1951,1951,3,1,13,14,2,44.0,3,3,1,3,2,1,2,1,2136,1,3,0,2,2136,0,0,2,0,4,1,3,7,4,0,0,2,1951.0,1,2,528,3,3,2,0,30,0,0,0,0,0,10,2006,8,4,137900
1225,60,3,60.0,15384,1,0,3,4,0,8,6,2,0,5,7,5,2004,2005,1,1,12,13,0,0.0,4,3,2,4,3,3,6,1,788,1,5,1,3,1490,1,0,2,1,3,1,4,8,6,1,4,5,2004.0,3,2,388,3,3,2,100,75,0,0,0,0,0,2,2008,8,4,184000
1226,80,3,65.0,10482,1,3,3,4,0,12,2,2,0,7,6,8,1958,1958,3,1,12,13,2,63.0,3,4,1,3,3,3,6,1,588,1,5,1,3,1138,0,1,1,0,3,1,3,6,6,0,0,5,1958.0,2,1,264,3,3,2,224,0,0,0,0,0,0,6,2007,8,4,145000
1227,60,3,86.0,14598,1,0,3,1,0,21,1,2,0,5,6,5,2007,2007,1,1,12,13,4,74.0,4,3,2,4,3,2,1,1,894,1,5,1,3,1933,0,0,2,1,4,1,4,9,6,1,4,6,2007.0,3,3,668,3,3,2,100,18,0,0,0,0,0,1,2008,8,4,214000
1228,20,3,72.0,8872,1,3,3,0,0,12,2,2,0,2,5,8,1965,2008,1,1,12,13,2,300.0,3,3,1,3,3,1,5,1,912,1,5,1,3,912,1,0,1,0,2,1,4,5,6,0,0,2,1992.0,1,2,576,3,3,2,0,240,0,0,0,0,0,12,2008,8,4,147000
1229,120,3,65.0,8769,1,3,3,0,0,16,2,2,4,2,9,5,2008,2008,3,1,8,8,2,766.0,5,3,2,5,3,1,6,1,1702,1,5,1,3,1702,1,0,1,1,1,1,5,7,6,1,4,5,2008.0,3,3,1052,3,3,2,0,72,0,0,224,0,0,10,2008,6,5,367294
1230,80,3,70.0,7910,1,3,3,4,0,12,2,2,0,7,5,5,1960,1960,3,1,3,6,0,0.0,3,3,1,3,3,1,5,1,1075,1,4,1,3,1507,0,0,2,0,4,1,3,7,0,0,0,3,1960.0,1,1,404,3,3,2,0,0,0,0,0,0,0,8,2008,8,4,127000
1231,90,3,71.0,18890,1,0,3,4,0,19,1,5,2,0,5,5,1977,1977,5,1,9,10,0,1.0,3,3,1,4,3,1,6,3,1361,1,5,1,3,2620,0,0,2,2,4,2,3,12,6,1,3,6,1977.0,2,2,600,3,3,0,155,24,145,0,0,0,8300,8,2007,8,4,190000
1232,90,3,70.0,7728,1,3,3,4,0,12,2,2,2,7,5,6,1962,1962,3,1,13,14,2,120.0,3,3,1,3,3,3,5,1,1106,1,3,1,3,1190,1,0,1,0,3,1,3,6,6,0,0,5,1962.0,1,2,540,3,3,2,0,18,0,0,0,0,0,5,2006,8,4,132500
1233,90,3,70.0,9842,1,3,3,2,0,12,2,2,2,2,4,5,1962,1962,1,1,6,6,0,0.0,3,3,3,0,0,0,0,0,0,1,3,1,3,1224,0,0,2,0,2,2,3,6,6,0,0,1,1962.0,1,2,462,3,3,2,0,0,0,0,0,0,0,3,2007,8,4,101800
1234,20,3,73.0,12160,1,0,3,4,0,12,2,2,0,2,5,5,1959,1959,3,1,9,10,2,180.0,3,3,1,3,3,1,3,1,1188,1,2,1,3,1188,1,0,1,0,3,1,3,6,6,0,0,5,1959.0,2,2,531,3,3,2,0,0,0,0,0,0,0,5,2010,0,0,142000
1235,70,2,55.0,8525,1,3,0,4,0,18,2,2,0,5,5,6,1911,1950,1,1,8,8,0,0.0,3,3,2,3,3,3,1,1,940,1,3,0,2,1964,0,0,1,1,4,1,3,7,6,0,0,0,0.0,0,0,0,0,0,0,0,192,0,0,0,0,0,11,2008,8,0,130000
1236,70,3,96.0,13132,1,3,3,4,0,6,2,2,0,5,5,5,1914,1950,1,1,13,14,0,0.0,3,3,0,4,3,2,1,1,747,1,4,1,2,1784,0,0,1,1,4,1,3,9,6,0,0,2,1914.0,1,1,180,2,2,0,203,40,0,0,0,0,0,7,2006,8,4,138887
1237,160,3,36.0,2628,1,3,3,4,0,16,2,2,3,5,7,5,2003,2003,1,1,12,15,4,106.0,4,3,2,4,3,1,1,1,764,1,5,1,3,1626,0,0,2,1,2,1,4,6,6,0,0,6,2003.0,2,2,474,3,3,2,0,27,0,0,0,0,0,6,2010,8,4,175500
1238,60,3,41.0,12393,1,1,3,2,0,5,2,2,0,5,7,5,2004,2005,1,1,12,13,0,0.0,4,3,2,4,3,1,1,1,847,1,5,1,3,1948,0,0,2,1,4,1,4,8,6,1,4,6,2004.0,3,2,434,3,3,2,100,48,0,0,0,0,0,9,2006,8,4,195000
1239,20,3,63.0,13072,1,3,3,4,0,20,5,2,0,2,6,5,2005,2005,1,1,12,13,0,0.0,4,3,2,4,3,1,1,1,1141,1,5,1,3,1141,0,0,1,1,3,1,3,6,6,0,0,2,2005.0,1,2,484,3,3,2,0,0,0,0,0,0,0,3,2006,8,0,142500
1240,20,3,64.0,9037,1,0,1,4,0,23,2,2,0,2,8,5,2006,2006,3,1,12,13,2,32.0,4,3,2,4,3,3,6,1,1476,1,5,1,3,1484,0,0,2,0,2,1,5,6,6,1,4,5,2006.0,2,2,472,3,3,2,120,33,0,0,0,0,0,12,2007,8,4,265900
1241,60,3,65.0,8158,1,3,3,4,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,2,252.0,4,3,2,4,3,1,6,1,884,1,5,1,3,1768,1,0,2,1,3,1,4,8,6,0,0,5,2003.0,2,2,543,3,3,2,0,63,0,0,0,0,0,7,2008,8,4,224900
1242,20,3,83.0,9849,1,3,3,4,0,21,2,2,0,2,7,6,2007,2007,3,1,12,13,4,0.0,4,3,2,4,3,3,1,1,1689,1,5,1,3,1689,0,0,2,0,3,1,4,7,6,0,0,5,2007.0,2,3,954,3,3,2,0,56,0,0,0,0,0,6,2007,6,5,248328
1243,85,3,85.0,10625,1,3,3,4,0,14,2,2,0,6,7,6,1974,1974,1,1,9,10,2,81.0,3,3,1,4,3,4,6,2,1053,1,3,1,3,1173,1,0,2,0,3,1,4,6,6,2,3,5,1974.0,2,2,528,3,3,2,0,120,0,0,0,0,0,1,2010,8,3,170000
1244,20,3,107.0,13891,1,3,3,4,0,16,2,2,0,2,10,5,2006,2006,1,1,12,13,0,0.0,5,3,2,5,4,4,6,1,2076,1,5,1,3,2076,1,0,2,1,2,1,5,7,6,1,4,5,2006.0,3,3,850,3,3,2,216,229,0,0,0,0,0,9,2006,6,5,465000
1245,70,3,74.0,11435,1,0,1,0,1,6,2,2,0,5,8,7,1929,1950,1,1,3,12,0,0.0,3,3,2,4,3,1,1,1,792,1,2,1,3,1517,0,0,1,0,3,1,4,7,6,2,4,2,1931.0,1,2,400,3,3,2,0,0,0,0,0,0,0,6,2006,8,4,230000
1246,80,3,78.0,12090,1,3,3,4,0,14,2,2,0,7,6,7,1984,2003,3,1,12,13,2,74.0,3,3,1,4,3,1,1,1,585,1,5,1,3,1868,0,0,3,1,3,1,3,7,6,1,3,6,1984.0,3,2,477,3,3,2,268,112,0,0,147,0,0,1,2007,8,0,178000
1247,60,1,65.0,8125,1,3,3,4,0,21,2,2,0,5,7,5,2005,2006,1,1,12,13,0,0.0,4,3,2,4,3,1,1,1,756,1,5,1,3,1553,0,0,2,1,3,1,4,6,6,0,0,5,2005.0,2,2,615,3,3,2,0,45,0,0,0,0,0,3,2006,6,5,186500
1248,80,3,73.0,12328,1,0,3,4,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,2,335.0,3,3,1,3,3,3,6,1,1012,1,3,1,3,1034,1,0,1,0,3,1,3,6,6,0,0,5,1976.0,1,3,888,3,3,2,0,0,0,0,0,0,0,5,2010,8,4,169900
1249,75,4,60.0,9600,1,3,3,4,0,17,2,2,0,4,6,5,1917,1950,1,1,0,0,0,0.0,3,3,0,4,3,1,3,1,735,4,2,0,3,2058,0,0,1,1,3,1,3,8,6,1,4,2,1950.0,1,2,396,2,2,1,0,0,259,0,0,0,0,4,2008,8,4,129500
1250,20,3,60.0,7200,1,3,3,4,0,12,2,2,0,2,5,7,1950,1950,1,1,8,8,0,0.0,3,3,1,3,3,1,4,3,876,1,3,1,3,988,0,0,1,0,3,1,3,6,6,0,0,5,1950.0,1,1,276,3,3,2,0,80,0,0,0,0,0,5,2007,8,4,119000
1251,20,3,93.0,11160,1,3,3,0,0,12,2,2,0,2,7,5,1968,1968,3,1,3,3,0,0.0,4,3,1,3,3,1,5,1,2110,1,5,1,3,2110,1,0,2,1,3,1,5,8,6,2,3,5,1968.0,3,2,522,3,3,2,0,0,0,0,0,0,0,4,2010,8,4,244000
1252,120,3,88.5,3136,1,0,3,0,0,16,2,2,4,2,7,5,2003,2003,1,1,12,15,4,163.0,4,3,2,4,3,1,1,1,1405,1,5,1,3,1405,0,0,2,0,2,1,4,6,6,1,4,5,2003.0,2,2,478,3,3,2,148,36,0,0,0,0,0,3,2006,8,4,171750
1253,20,3,62.0,9858,1,3,3,4,0,11,2,2,0,2,5,6,1968,1968,1,1,6,6,0,0.0,3,3,1,3,3,1,4,1,864,1,3,1,3,874,1,0,1,0,3,1,3,5,6,0,0,5,1968.0,2,1,288,3,3,2,33,0,0,0,0,0,600,11,2009,8,4,130000
1254,60,3,68.0,17542,1,0,3,4,0,24,2,2,0,5,7,7,1974,2003,1,1,13,14,0,0.0,4,3,1,3,3,4,2,5,1192,1,3,1,3,2167,1,0,2,1,3,1,4,9,6,2,4,5,1974.0,2,2,518,3,3,2,220,47,0,0,0,0,0,7,2007,8,4,294000
1255,60,3,60.0,6931,1,3,3,4,0,7,2,2,0,5,7,5,2003,2004,1,1,12,13,4,92.0,4,3,2,4,3,1,1,1,746,1,5,1,3,1656,0,0,2,1,3,1,4,7,6,1,4,6,2003.0,3,2,397,3,3,2,178,128,0,0,0,0,0,7,2008,8,4,165400
1256,50,4,52.0,6240,1,3,3,4,0,3,2,2,0,0,6,6,1931,1950,1,1,13,14,0,0.0,3,3,0,3,2,1,2,1,884,1,3,1,2,1367,0,0,1,0,3,1,3,6,6,1,4,2,1978.0,1,1,560,3,3,2,0,0,0,0,120,0,0,11,2007,8,4,127500
1257,20,3,91.0,14303,1,0,3,0,0,15,2,2,0,2,8,5,1994,1994,3,1,6,6,2,554.0,4,3,2,4,3,4,6,1,1986,1,5,1,3,1987,1,0,2,0,2,1,4,7,6,1,3,5,1994.0,3,2,691,3,3,2,262,36,0,0,0,0,0,8,2008,8,4,301500
1258,30,3,56.0,4060,1,3,3,0,0,7,1,2,0,2,5,8,1922,1950,1,1,13,14,0,0.0,3,3,2,2,3,1,1,1,864,1,5,1,3,864,0,0,1,0,2,1,3,4,6,0,0,0,0.0,0,0,0,0,0,2,0,96,0,0,0,0,0,7,2009,8,4,99900
1259,80,3,59.0,9587,1,0,3,4,0,8,2,2,0,7,7,5,2005,2005,1,1,12,13,4,182.0,4,3,2,4,3,4,6,1,856,1,5,1,3,1166,1,0,2,0,2,1,4,5,6,0,0,5,2005.0,3,2,400,3,3,2,212,0,0,0,0,0,0,7,2008,8,4,190000
1260,20,3,65.0,9750,1,3,3,2,0,12,2,2,0,2,6,8,1969,1969,1,1,6,6,0,0.0,3,3,1,4,3,1,5,2,1054,1,4,1,3,1054,1,0,1,1,3,1,3,6,6,0,0,5,1969.0,1,2,460,3,3,2,180,0,0,0,80,0,0,7,2008,8,4,151000
1261,60,3,65.0,24682,1,2,3,1,0,8,6,2,0,5,6,5,1999,1999,1,1,12,13,0,0.0,3,3,2,4,3,1,1,1,841,1,5,1,3,1675,0,0,2,1,3,1,3,7,6,1,3,6,1999.0,3,2,502,3,3,2,0,103,0,0,0,0,0,6,2009,8,4,181000
1262,20,3,80.0,9600,1,3,3,4,0,12,2,2,0,2,5,6,1956,1956,3,1,8,8,0,0.0,3,3,1,3,3,1,3,1,1050,1,4,1,3,1050,0,0,1,0,2,1,3,5,6,0,0,5,1956.0,1,1,338,3,3,2,0,0,0,0,0,0,0,6,2009,8,4,128900
1263,50,3,80.0,11250,1,3,3,4,0,4,2,2,0,0,4,5,1957,1989,1,1,13,14,0,0.0,3,3,1,3,3,3,1,1,1104,1,5,1,2,1788,1,0,1,0,5,1,3,8,3,2,3,5,1957.0,1,1,304,3,3,2,120,0,0,0,0,0,0,11,2009,8,4,161500
1264,70,3,60.0,13515,1,3,3,4,0,3,2,2,0,5,6,6,1919,1950,2,1,13,14,0,0.0,3,3,2,3,3,1,1,1,764,1,5,1,2,1824,0,0,1,0,3,1,3,8,6,1,4,2,1940.0,1,2,520,3,3,0,0,0,126,0,0,0,0,7,2007,8,4,180500
1265,120,2,34.0,4060,1,3,3,4,0,12,2,2,4,2,6,5,1998,1999,1,1,8,8,0,0.0,4,3,2,4,3,1,6,1,1405,1,5,1,3,1337,1,0,2,0,2,1,4,5,6,0,0,5,1998.0,3,2,511,3,3,2,144,68,0,0,0,0,0,8,2008,0,0,181000
1266,160,1,35.0,3735,1,3,3,3,0,21,2,2,4,5,7,5,1999,1999,3,1,8,8,2,218.0,4,3,2,4,3,1,6,1,691,1,5,1,3,1452,1,0,2,1,3,1,4,6,6,0,0,2,1999.0,1,2,506,3,3,2,0,34,0,0,0,0,0,3,2006,8,4,183900
1267,190,4,60.0,10120,1,0,0,4,0,17,1,2,1,4,7,4,1910,1950,3,1,13,14,0,0.0,2,3,1,3,3,1,1,1,925,1,3,0,2,1889,0,0,1,1,4,2,3,9,6,1,4,2,1960.0,1,1,308,3,3,0,0,0,264,0,0,0,0,1,2007,8,4,122000
1268,20,3,89.0,13214,1,0,1,4,0,23,2,2,0,2,9,5,2008,2009,3,1,11,5,0,0.0,5,3,2,5,3,4,1,1,2002,1,5,1,3,2018,0,0,2,0,3,1,5,10,6,1,4,5,2009.0,3,3,746,3,3,2,144,76,0,0,0,0,0,5,2010,8,4,378500
1269,50,3,74.0,14100,1,0,3,4,1,6,2,2,0,0,8,9,1935,1997,1,1,11,12,2,632.0,3,4,1,3,3,2,3,1,728,1,5,1,3,3447,0,0,3,1,4,1,4,11,6,2,4,6,1982.0,1,3,1014,3,3,2,314,12,0,0,0,0,0,5,2008,8,4,381000
1270,50,3,78.0,11344,1,3,3,4,0,12,1,2,0,0,5,5,1958,1958,1,1,8,8,2,180.0,3,3,1,3,3,1,4,1,874,2,3,1,2,1524,0,0,1,1,3,1,3,7,6,0,0,5,1958.0,1,1,315,3,3,2,0,0,0,0,0,0,0,7,2007,8,4,144000
1271,40,3,80.0,23595,1,3,2,4,2,4,2,2,0,2,7,6,1979,1979,5,6,9,10,0,0.0,4,3,2,4,3,4,6,1,1332,1,3,1,3,1524,2,0,0,1,0,1,4,4,6,1,3,5,1979.0,3,2,586,3,3,2,268,0,0,0,0,0,0,4,2010,8,4,260000
1272,20,3,80.0,9156,1,0,3,4,0,14,4,2,0,2,6,7,1968,1968,3,1,3,3,0,0.0,3,3,1,3,3,1,1,1,1489,1,4,1,3,1489,0,0,2,0,3,1,4,7,6,1,4,5,1968.0,2,2,462,3,3,2,0,0,0,0,0,0,0,8,2009,8,4,185750
1273,20,3,71.0,13526,1,0,3,1,0,19,2,2,0,2,5,6,1965,1965,3,1,6,10,2,114.0,3,3,1,3,3,1,4,2,935,1,3,1,3,935,1,0,1,0,3,1,3,5,6,0,0,5,1965.0,1,1,288,3,3,2,180,0,0,0,0,0,0,11,2006,8,4,137000
1274,80,3,124.0,11512,1,0,3,0,0,7,2,2,0,7,6,7,1959,2006,1,1,9,10,2,84.0,3,3,1,3,3,3,5,1,1019,1,4,1,3,1357,1,0,1,0,2,1,5,5,6,1,4,3,1959.0,2,1,312,3,3,2,0,0,0,0,163,0,0,5,2008,8,4,177000
1275,50,3,53.0,5362,1,3,3,0,0,6,2,2,0,0,5,6,1910,2003,1,1,13,15,0,0.0,3,3,2,3,3,1,1,1,661,1,5,1,3,1250,0,0,2,0,3,1,3,8,6,1,4,2,1985.0,1,2,552,3,3,2,242,0,81,0,0,0,0,11,2007,8,4,139000
1276,90,3,95.0,11345,1,3,3,0,0,12,1,2,2,5,5,5,1948,1950,1,4,0,0,4,567.0,3,3,1,3,3,1,3,1,928,1,4,1,2,1920,0,0,2,0,4,2,3,10,6,0,0,2,1948.0,1,2,400,3,2,2,0,0,0,0,0,0,0,7,2007,8,4,137000
1277,60,3,80.0,12936,1,0,3,1,0,14,2,2,0,5,6,6,1972,1972,1,1,6,10,0,0.0,3,3,1,3,4,1,4,1,723,1,3,1,3,1395,0,1,1,1,3,1,3,6,6,1,3,5,1972.0,1,2,497,3,3,2,294,116,0,0,0,0,0,12,2009,8,4,162000
1278,80,3,80.0,17871,1,0,3,1,0,14,2,2,0,7,6,5,1967,1976,1,1,6,6,2,359.0,3,3,1,4,3,3,5,1,1680,1,2,1,3,1724,1,0,1,1,3,1,3,7,6,1,4,5,1967.0,2,2,480,3,3,2,0,0,0,0,0,0,0,6,2009,8,4,197900
1279,60,3,75.0,9473,1,3,3,4,0,5,2,2,0,5,8,5,2002,2002,1,1,12,13,0,0.0,4,3,2,4,3,1,6,1,1128,1,5,1,3,2031,1,0,2,1,3,1,4,7,6,1,4,5,2002.0,2,2,577,3,3,2,0,211,0,0,0,0,0,3,2008,8,4,237000
1280,50,0,60.0,7500,1,3,3,4,0,9,2,2,0,0,4,4,1920,1950,1,1,8,8,0,0.0,3,4,1,3,3,1,1,1,698,1,3,1,2,1128,0,0,1,0,2,1,3,6,6,0,0,2,1980.0,2,2,528,3,3,2,30,0,164,0,0,0,0,4,2010,0,0,68400
1281,20,3,67.0,9808,1,0,3,4,0,5,2,2,0,2,7,5,2002,2002,1,1,12,13,2,110.0,4,3,2,4,3,1,6,1,1573,1,5,1,3,1573,1,0,2,0,3,1,4,6,6,0,0,5,2002.0,2,2,544,3,3,2,0,72,0,0,0,0,0,3,2009,8,4,227000
1282,20,3,50.0,8049,1,0,3,1,0,23,2,2,0,2,7,5,1990,1990,3,1,6,6,2,54.0,3,3,1,4,3,1,5,1,1309,1,3,1,3,1339,1,0,2,0,2,1,3,6,6,1,3,5,1990.0,3,2,484,4,4,2,0,58,0,0,90,0,0,7,2006,8,4,180000
1283,20,3,61.0,8800,1,0,3,4,0,5,2,2,0,2,5,7,1977,2008,1,1,6,6,0,0.0,3,3,1,4,3,2,2,3,1040,1,3,1,3,1040,0,0,2,0,3,1,4,5,6,0,0,2,1977.0,1,2,484,3,3,2,0,0,0,0,288,0,0,9,2009,8,4,150500
1284,90,3,94.0,9400,1,3,2,0,0,11,2,2,2,5,6,5,1971,1971,4,1,8,15,0,0.0,3,3,1,3,3,3,1,1,912,1,3,1,3,1824,0,0,2,2,4,2,3,8,6,0,0,0,0.0,0,0,0,0,0,2,128,0,0,0,0,0,0,4,2010,8,4,139000
1285,50,3,50.0,9638,1,3,3,4,0,18,1,2,0,0,6,7,1919,1990,1,1,13,15,0,0.0,3,3,2,3,3,1,1,1,804,1,5,1,3,2447,0,0,2,0,4,1,4,10,3,1,4,2,1969.0,1,1,336,3,3,2,272,0,42,0,116,0,0,3,2010,8,4,169000
1286,50,4,50.0,6000,1,3,3,4,0,3,2,2,0,0,6,6,1939,1950,1,1,8,8,0,0.0,3,2,1,3,3,1,1,1,780,1,5,1,2,1412,0,0,1,0,4,1,3,6,6,1,4,2,1939.0,1,1,280,3,3,2,45,0,0,0,0,0,0,5,2009,8,4,132500
